Gene,WikiPathway,BioPlanet,KEGG,Datasets,Total
SELENOS,1,0,0,W,1
SELENOT,1,0,0,W,1
SELENOV,1,0,0,W,1
SELENOW,1,0,0,W,1
SEPHS2,1,1,0,WB,2
SERPINA3,1,1,0,WB,2
BCKDHA,1,1,1,WBK,3
BCKDK,1,0,0,W,1
SLC19A3,1,1,0,WB,2
SLC25A19,1,0,0,W,1
TPK1,1,1,0,WB,2
ATMIN,1,0,0,W,1
ATR,1,1,1,WBK,3
AURKB,1,1,0,WB,2
BUB1,1,1,1,WBK,3
CEP63,1,1,0,WB,2
CHEK1,1,1,1,WBK,3
CHEK2,1,1,0,WB,2
DCLRE1C,1,0,0,W,1
HMGN1,1,1,0,WB,2
KAT5,1,1,1,WBK,3
LBR,1,1,0,WB,2
MDC1,1,0,0,W,1
MRE11,1,0,0,W,1
MRE11P1,1,0,0,W,1
NBN,1,1,0,WB,2
PPM1D,1,1,0,WB,2
PPP5C,1,1,0,WB,2
PRKDC,1,1,1,WBK,3
RAD50,1,1,0,WB,2
RBBP8,1,1,0,WB,2
RIF1,1,0,1,WK,2
RNF20,1,0,0,W,1
RNF40,1,0,0,W,1
TP53BP1,1,0,0,W,1
TRIM28,1,1,0,WB,2
ADAP2,1,0,0,W,1
APBB1IP,1,1,1,WBK,3
BIN2,1,0,0,W,1
C1QC,1,1,0,WB,2
C3,1,1,1,WBK,3
CAPG,1,0,0,W,1
CD37,1,0,0,W,1
CD4,1,1,1,WBK,3
CD84,1,1,0,WB,2
CYTL1,1,0,0,W,1
DPYD,1,1,1,WBK,3
ELF4,1,0,0,W,1
FKBP15,1,0,0,W,1
GAL3ST4,1,1,0,WB,2
GAPT,1,0,0,W,1
GIMAP2,1,0,0,W,1
HCLS1,1,1,0,WB,2
IGSF6,1,0,0,W,1
IL10RA,1,1,1,WBK,3
IL13RA1,1,1,0,WB,2
ITGAM,1,1,1,WBK,3
KCNE3,1,1,0,WB,2
LGALS9C,1,0,0,W,1
LHFPL2,1,1,0,WB,2
LOXL3,1,0,0,W,1
LYL1,1,0,1,WK,2
MAF,1,1,1,WBK,3
NCKAP1L,1,0,0,W,1
NPC2,1,1,1,WBK,3
PPP1R18,1,0,0,W,1
PYCARD,1,1,1,WBK,3
RBM47,1,0,0,W,1
RGS1,1,1,0,WB,2
RNASE6,1,0,0,W,1
SAMSN1,1,0,0,W,1
SFT2D2,1,0,0,W,1
SH2B3,1,1,1,WBK,3
TCIRG1,1,1,1,WBK,3
TGFBR1,1,1,1,WBK,3
TMEM106A,1,1,0,WB,2
TYROBP,1,1,0,WB,2
ZFP36L2,1,1,0,WB,2
DHFR,1,1,0,WB,2
FOLR1,1,0,0,W,1
FOLR2,1,0,0,W,1
FOLR3,1,0,0,W,1
IZUMO1R,1,0,0,W,1
MAT1A,1,1,0,WB,2
MTHFD1,1,1,0,WB,2
MTHFD2,1,1,0,WB,2
MTHFS,1,1,0,WB,2
MTRR,1,0,0,W,1
SLC19A1,1,1,0,WB,2
SLC46A1,1,1,0,WB,2
ABLIM1,1,1,0,WB,2
BMAL1,1,1,1,WBK,3
BRCA2,1,1,1,WBK,3
BRDT,1,0,0,W,1
IHO1,1,0,0,W,1
CCNA1,1,1,0,WB,2
CCNK,1,1,0,WB,2
CCNT1,1,1,0,WB,2
CCNT2,1,1,0,WB,2
CDC42BPA,1,1,0,WB,2
CDK9,1,1,1,WBK,3
CHD2,1,0,0,W,1
CLOCK,1,1,1,WBK,3
CLU,1,1,0,WB,2
CRISP2,1,0,0,W,1
CTCFL,1,0,0,W,1
CXXC1,1,1,0,WB,2
CYP17A1,1,1,1,WBK,3
DAZ1,1,0,0,W,1
DAZ2,1,0,0,W,1
DAZ3,1,0,0,W,1
DAZ4,1,0,0,W,1
DAZL,1,0,0,W,1
DDX20,1,0,0,W,1
DDX4,1,0,0,W,1
DND1,1,0,0,W,1
EPPIN,1,0,0,W,1
EPSTI1,1,0,0,W,1
ERCC1,1,1,0,WB,2
ERCC2,1,1,0,WB,2
ETV5,1,1,1,WBK,3
FOLH1,1,1,1,WBK,3
H2BW1,1,1,0,WB,2
H4C1,1,1,0,WB,2
H3-4,1,1,0,WB,2
HORMAD1,1,0,0,W,1
HORMAD2,1,0,0,W,1
KLK2,1,1,0,WB,2
LIG4,1,1,0,WB,2
LRWD1,1,0,0,W,1
LTF,1,1,0,WB,2
MAS1L,1,0,0,W,1
MLH3,1,0,0,W,1
MOV10L1,1,0,0,W,1
MSH4,1,0,0,W,1
MSH5,1,0,0,W,1
MSMB,1,1,0,WB,2
"NANOS1",1,0,0,W,1
OR2W3,1,1,0,WB,2
PACRG,1,0,0,W,1
PEX10,1,1,1,WBK,3
PIWIL1,1,0,0,W,1
PIWIL2,1,0,0,W,1
PIWIL3,1,0,0,W,1
PIWIL4,1,0,0,W,1
PMS2,1,1,0,WB,2
POLB,1,0,1,WK,2
POLG,1,1,0,WB,2
PON1,1,1,0,WB,2
PON2,1,1,0,WB,2
PRDM9,1,0,0,W,1
PRM2,1,0,0,W,1
PRM3,1,0,0,W,1
PRMT6,1,0,0,W,1
PUM2,1,0,1,WK,2
RAG1,1,0,1,WK,2
REC8,1,1,0,WB,2
RFC1,1,1,0,WB,2
RGS9,1,1,1,WBK,3
SEMG1,1,1,0,WB,2
SEPTIN12,1,0,0,W,1
SIRPG,1,1,0,WB,2
SLC16A7,1,1,0,WB,2
SOX5,1,1,0,WB,2
SPATA17,1,0,0,W,1
SPO11,1,0,0,W,1
SRD5A2,1,1,1,WBK,3
STRA8,1,0,0,W,1
TAS2R38,1,1,0,WB,2
TCN2,1,0,0,W,1
TEX15,1,0,0,W,1
TMEM132E,1,0,0,W,1
TRIP13,1,0,0,W,1
TSSK4,1,0,0,W,1
TSSK6,1,0,0,W,1
UBD,1,1,0,WB,2
UBE2B,1,1,0,WB,2
UBR2,1,1,0,WB,2
USP26,1,0,0,W,1
USP8,1,1,1,WBK,3
VCX,1,0,0,W,1
XRCC2,1,0,0,W,1
XRCC3,1,1,0,WB,2
XRCC4,1,1,0,WB,2
YBX2,1,0,0,W,1
ABCA11P,1,0,0,W,1
ABCD1,1,1,1,WBK,3
ADGRE5,1,0,0,W,1
ADRA1B,1,1,0,WB,2
ALPI,1,1,0,WB,2
ALPG,1,1,0,WB,2
ASAP2,1,1,0,WB,2
ATP2C2,1,1,0,WB,2
BDKRB1,1,1,1,WBK,3
BGLAP,1,1,0,WB,2
BMP6,1,1,0,WB,2
BTLA,1,1,0,WB,2
CA9,1,1,0,WB,2
CAMP,1,1,0,WB,2
CASP14,1,0,0,W,1
CASP5,1,0,0,W,1
CCNC,1,1,0,WB,2
CD14,1,1,1,WBK,3
CD200,1,1,0,WB,2
CD40,1,1,1,WBK,3
CD9,1,1,0,WB,2
CDC34,1,1,0,WB,2
CDKAL1,1,0,0,W,1
CDKN2B,1,1,1,WBK,3
CDKN2C,1,1,1,WBK,3
CDKN2D,1,1,1,WBK,3
CDX2,1,1,1,WBK,3
CEACAM1,1,1,0,WB,2
CLDN2,1,0,0,W,1
CLEC16A,1,0,0,W,1
CLMN,1,0,0,W,1
CLPTM1L,1,0,0,W,1
COL13A1,1,0,0,W,1
COLEC11,1,0,0,W,1
CRACR2A,1,0,0,W,1
CRACR2B,1,0,0,W,1
CREG2,1,0,0,W,1
CST1,1,0,0,W,1
CST6,1,1,0,WB,2
CTLA4,1,1,1,WBK,3
CYP2D6,1,1,0,WB,2
DACT2,1,1,0,WB,2
DEFB132,1,1,0,WB,2
DEFB4A,1,1,0,WB,2
DUSP10,1,1,0,WB,2
EPHB4,1,1,0,WB,2
G0S2,1,1,0,WB,2
GXYLT2,1,1,0,WB,2
HILPDA,1,0,0,W,1
HLA-DQA1,1,1,0,WB,2
HLA-DQA2,1,1,0,WB,2
HLA-DRB1,1,1,0,WB,2
HSD17B2,1,1,0,WB,2
ID1,1,1,1,WBK,3
ID4,1,1,0,WB,2
IGFBP5,1,1,0,WB,2
IGSF9B,1,0,0,W,1
IL1RL1,1,1,0,WB,2
IL25,1,0,1,WK,2
IRF4,1,1,0,WB,2
IRF8,1,1,0,WB,2
KLF4,1,1,1,WBK,3
KLK6,1,0,0,W,1
KNG1,1,1,1,WBK,3
KRT13,1,1,0,WB,2
KRT16,1,1,0,WB,2
KRT34,1,0,0,W,1
KRT38,1,0,0,W,1
KRT71,1,0,0,W,1
KRTAP10-4,1,0,0,W,1
KRTAP10-7,1,0,0,W,1
KRTAP10-9,1,0,0,W,1
KRTAP12-2,1,0,0,W,1
KRTAP4-1,1,0,0,W,1
KRTAP5-1,1,0,0,W,1
KRTAP5-4,1,0,0,W,1
KRTAP8-1,1,0,0,W,1
LCE1D,1,0,0,W,1
LCE1F,1,0,0,W,1
LCE2B,1,1,0,WB,2
LGALS9,1,0,0,W,1
LPGAT1,1,1,0,WB,2
LRRC25,1,0,0,W,1
MED9,1,1,0,WB,2
MX2,1,1,0,WB,2
MXD1,1,1,0,WB,2
MYO9B,1,1,0,WB,2
NINJ1,1,1,0,WB,2
ORM1,1,1,0,WB,2
ORM2,1,0,0,W,1
PNOC,1,1,0,WB,2
PRDM1,1,1,0,WB,2
PTGER4,1,1,1,WBK,3
PTH,1,1,0,WB,2
PTHLH,1,1,0,WB,2
S100A2,1,1,0,WB,2
S100A4,1,1,0,WB,2
S100A6,1,1,0,WB,2
S100A8,1,1,1,WBK,3
S100A9,1,1,1,WBK,3
S100G,1,0,0,W,1
SALL4,1,0,0,W,1
SATB1,1,1,0,WB,2
SEMA3B,1,1,0,WB,2
SERPINB1,1,1,0,WB,2
SFRP1,1,1,0,WB,2
SLC34A2,1,1,0,WB,2
SLC37A2,1,0,0,W,1
SOSTDC1,1,1,0,WB,2
SPRR1B,1,0,0,W,1
STEAP4,1,0,0,W,1
STS,1,1,0,WB,2
TIMP2,1,1,0,WB,2
TNFSF4,1,1,0,WB,2
TPM1,1,1,1,WBK,3
TRAK1,1,0,0,W,1
TREM1,1,1,0,WB,2
TRPV5,1,1,0,WB,2
TRPV6,1,1,0,WB,2
ZNF257,1,0,0,W,1
AKR1A1,1,1,1,WBK,3
AKR1B1,1,1,1,WBK,3
AKR1B10,1,1,0,WB,2
AKR1C1,1,1,0,WB,2
AKR1C2,1,1,0,WB,2
AKR1C3,1,1,1,WBK,3
AKR1C4,1,1,0,WB,2
AKR1D1,1,1,0,WB,2
AKR7A2,1,1,0,WB,2
AKR7A3,1,1,0,WB,2
CHST1,1,1,0,WB,2
CHST10,1,1,0,WB,2
CHST12,1,1,0,WB,2
CHST13,1,1,0,WB,2
CHST14,1,1,0,WB,2
CHST2,1,1,0,WB,2
CHST3,1,1,0,WB,2
CHST4,1,1,0,WB,2
CHST5,1,1,0,WB,2
CHST6,1,1,0,WB,2
CHST7,1,1,0,WB,2
CHST8,1,1,0,WB,2
CHST9,1,1,0,WB,2
CYP11A1,1,1,1,WBK,3
CYP11B1,1,1,1,WBK,3
CYP11B2,1,1,0,WB,2
CYP19A1,1,1,0,WB,2
CYP20A1,1,1,0,WB,2
CYP21A2,1,1,1,WBK,3
CYP26C1,1,1,0,WB,2
CYP27C1,1,1,0,WB,2
CYP2A13,1,1,0,WB,2
CYP2A7,1,1,0,WB,2
CYP2C18,1,1,0,WB,2
CYP2F1,1,1,0,WB,2
CYP2J2,1,1,1,WBK,3
CYP2R1,1,1,0,WB,2
CYP2S1,1,1,0,WB,2
CYP2U1,1,1,1,WBK,3
CYP2W1,1,1,0,WB,2
CYP39A1,1,1,0,WB,2
CYP3A43,1,1,0,WB,2
CYP46A1,1,1,0,WB,2
CYP4B1,1,1,0,WB,2
CYP4F11,1,1,0,WB,2
CYP4F2,1,1,0,WB,2
CYP4F22,1,1,0,WB,2
CYP4F3,1,1,1,WBK,3
CYP4F8,1,1,1,WBK,3
CYP4V2,1,1,0,WB,2
CYP4X1,1,1,0,WB,2
CYP4Z1,1,1,0,WB,2
CYP51A1,1,1,0,WB,2
CYP7B1,1,1,0,WB,2
EPHX1,1,1,1,WBK,3
EPHX2,1,1,1,WBK,3
FMO1,1,1,0,WB,2
FMO2,1,1,0,WB,2
FMO4,1,1,0,WB,2
FMO5,1,1,0,WB,2
GAL3ST1,1,1,0,WB,2
GAL3ST2,1,1,0,WB,2
GAL3ST3,1,1,0,WB,2
GLYAT,1,1,0,WB,2
GLYATL1,1,1,0,WB,2
GLYATL2,1,1,0,WB,2
GPX1P1,1,0,0,W,1
GPX5,1,1,0,WB,2
GSTCD,1,1,0,WB,2
GSTK1,1,1,1,WBK,3
GSTO1,1,1,0,WB,2
GSTO2,1,1,1,WBK,3
GSTT2B,1,1,0,WB,2
GSTZ1,1,1,1,WBK,3
HS2ST1,1,1,0,WB,2
HS3ST1,1,1,0,WB,2
HS3ST2,1,1,0,WB,2
HS3ST3A1,1,1,0,WB,2
HS3ST3B1,1,1,0,WB,2
HS3ST4,1,1,0,WB,2
HS3ST5,1,1,0,WB,2
HS3ST6,1,1,0,WB,2
HS6ST1,1,1,0,WB,2
HS6ST2,1,1,0,WB,2
HS6ST3,1,1,0,WB,2
INMT,1,1,1,WBK,3
KCNAB1,1,1,0,WB,2
KCNAB2,1,1,0,WB,2
KCNAB3,1,1,0,WB,2
"NAA20",1,1,0,WB,2
"NAA30",1,1,0,WB,2
"NAA40",1,1,0,WB,2
"NAA50",1,1,0,WB,2
"NAT1",1,1,0,WB,2
"NAT10",1,1,0,WB,2
"NAT14",1,1,0,WB,2
"NAT2",1,1,0,WB,2
"NAA80",1,0,0,W,1
"NAT8",1,1,1,WBK,3
"NAT8L",1,1,1,WBK,3
"NAT9",1,1,0,WB,2
NDST1,1,1,0,WB,2
NDST2,1,1,0,WB,2
NDST3,1,1,0,WB,2
NDST4,1,1,0,WB,2
NNMT,1,1,0,WB,2
IDH3B,1,1,0,WB,2
IDH3G,1,1,0,WB,2
SUCLA2,1,1,0,WB,2
DHTKD1,1,1,0,WB,2
SDHAF1,1,0,0,W,1
SDHAF2,1,0,0,W,1
SDHAF3,1,0,0,W,1
SDHAF4,1,0,0,W,1
ME2,1,1,1,WBK,3
PDP2,1,1,0,WB,2
ALDH2,1,1,1,WBK,3
ALDH9A1,1,1,1,WBK,3
ACY1,1,1,0,WB,2
ADHFE1,1,1,0,WB,2
D2HGDH,1,1,0,WB,2
L2HGDH,1,1,1,WBK,3
MBD3,1,1,0,WB,2
TDG,1,0,0,W,1
ATP5F1C,1,1,0,WB,2
ATP5PD,1,1,0,WB,2
ATP5ME,1,1,0,WB,2
ATP5PF,1,1,0,WB,2
ATP5MF,1,1,0,WB,2
ATP5MG,1,1,0,WB,2
DMAC2L,1,1,0,WB,2
ATP5IF1,1,1,0,WB,2
COX11,1,1,1,WBK,3
COX15,1,1,1,WBK,3
MT-ND1,1,0,0,W,1
MT-ND2,1,0,0,W,1
MT-ND3,1,0,0,W,1
MT-ND4,1,0,0,W,1
MT-ND4L,1,0,0,W,1
MT-ND5,1,0,0,W,1
MT-ND6,1,0,0,W,1
SCO1,1,1,0,WB,2
SLC25A14,1,1,0,WB,2
SLC25A27,1,1,0,WB,2
SURF1,1,1,0,WB,2
UCP3,1,1,0,WB,2
ACHE,1,1,0,WB,2
HEPHL1,1,1,0,WB,2
IREB2,1,1,0,WB,2
MCOLN1,1,1,1,WBK,3
STEAP3,1,1,1,WBK,3
TFR2,1,1,0,WB,2
ABHD5,1,1,0,WB,2
AADAT,1,1,1,WBK,3
AANAT,1,1,1,WBK,3
ACMSD,1,1,1,WBK,3
AFMID,1,1,1,WBK,3
ALDH8A1,1,0,1,WK,2
AOC1,1,1,1,WBK,3
HAAO,1,1,1,WBK,3
IDO1,1,1,0,WB,2
IDO2,1,1,1,WBK,3
IL4I1,1,1,1,WBK,3
KYAT1,1,0,0,W,1
KYAT3,1,0,1,WK,2
AMFR,1,0,0,W,1
CDK8,1,1,0,WB,2
FDFT1,1,1,0,WB,2
FDPS,1,1,1,WBK,3
HMGCR,1,1,1,WBK,3
HMGCS1,1,1,1,WBK,3
IDI1,1,1,1,WBK,3
INSIG1,1,1,0,WB,2
INSIG2,1,0,0,W,1
KPNB1,1,1,0,WB,2
LSS,1,1,0,WB,2
MBTPS2,1,1,0,WB,2
MED15,1,1,0,WB,2
MIR33A,1,0,0,W,1
MVD,1,1,1,WBK,3
NR1H2,1,0,0,W,1
RBP4,1,0,0,W,1
RNF139,1,1,0,WB,2
SAR1A,1,0,0,W,1
SAR1B,1,1,0,WB,2
SCAP,1,1,0,WB,2
SEC13,1,1,0,WB,2
SEC23A,1,1,0,WB,2
SEC23B,1,0,0,W,1
SEC24A,1,1,0,WB,2
SEC24B,1,1,1,WBK,3
SEC24C,1,1,0,WB,2
SEC24D,1,1,0,WB,2
SEC31A,1,1,0,WB,2
SEC31B,1,0,0,W,1
SQLE,1,1,0,WB,2
YY1,1,1,0,WB,2
BCS1L,1,1,0,WB,2
LYRM7,1,0,0,W,1
TTC19,1,0,0,W,1
UQCC1,1,0,0,W,1
UQCC2,1,0,0,W,1
UQCC3,1,0,0,W,1
HSD17B12,1,1,1,WBK,3
HTD2,1,0,1,WK,2
MCAT,1,1,1,WBK,3
OXSM,1,1,1,WBK,3
CAMKK1,1,1,0,WB,2
CCNB1,1,1,0,WB,2
HNF4A,1,1,1,WBK,3
INS-IGF2,1,1,0,WB,2
SLC2A4RG,1,1,0,WB,2
STRADB,1,1,1,WBK,3
MTTP,1,1,1,WBK,3
CFL2,1,1,0,WB,2
CISH,1,1,1,WBK,3
KHDRBS1,1,1,0,WB,2
KPNA4,1,1,0,WB,2
SOCS7,1,1,0,WB,2
ACOT2,1,1,1,WBK,3
ELOVL1,1,1,1,WBK,3
ELOVL3,1,1,0,WB,2
ELOVL5,1,1,1,WBK,3
ELOVL6,1,1,1,WBK,3
FADS1,1,1,1,WBK,3
SCD5,1,1,0,WB,2
ATG10,1,1,0,WB,2
ATG12,1,1,1,WBK,3
ATG16L1,1,1,1,WBK,3
ATG3,1,1,1,WBK,3
ATG4A,1,0,0,W,1
ATG5,1,1,1,WBK,3
ATG7,1,1,1,WBK,3
ATP13A2,1,0,0,W,1
C19orf12,1,0,0,W,1
COASY,1,1,0,WB,2
CP,1,1,1,WBK,3
DCAF17,1,0,0,W,1
FA2H,1,0,0,W,1
GTPBP2,1,1,0,WB,2
MAP1LC3A,1,1,0,WB,2
PANK2,1,1,0,WB,2
SPTLC1,1,1,0,WB,2
WDR45,1,0,0,W,1
ABCG1,1,1,1,WBK,3
ACAT2,1,1,0,WB,2
CH25H,1,1,0,WB,2
DHCR24,1,1,0,WB,2
DHCR7,1,1,0,WB,2
EBP,1,1,0,WB,2
GGPS1,1,1,1,WBK,3
HSD17B7,1,1,0,WB,2
MSMO1,1,1,0,WB,2
MVK,1,1,1,WBK,3
MYLIP,1,0,0,W,1
NSDHL,1,1,0,WB,2
PMVK,1,1,1,WBK,3
SC5D,1,1,0,WB,2
SOAT1,1,1,0,WB,2
SOAT2,1,0,0,W,1
TM7SF2,1,1,0,WB,2
ARRB1,1,1,1,WBK,3
CACNA1H,1,1,0,WB,2
CRHBP,1,0,0,W,1
CRHR2,1,1,0,WB,2
FOSB,1,1,1,WBK,3
FOSL2,1,1,0,WB,2
GNAI2,1,1,0,WB,2
GRK3,1,0,0,W,1
GRK6,1,1,0,WB,2
HSD3B1,1,1,1,WBK,3
HSD3B2,1,1,0,WB,2
IVL,1,1,0,WB,2
KRT1,1,1,0,WB,2
KRT14,1,1,0,WB,2
LINC02210-CRHR1,1,0,0,W,1
RAPGEF3,1,1,1,WBK,3
TBX19,1,0,0,W,1
AEBP2,1,0,0,W,1
AHDC1,1,0,0,W,1
ATP8B2,1,1,0,WB,2
BCORL1,1,0,0,W,1
BMP7,1,1,1,WBK,3
BTAF1,1,0,0,W,1
C1QBP,1,1,0,WB,2
CAND1,1,0,0,W,1
CDC73,1,0,0,W,1
CDYL,1,0,0,W,1
CEBPZ,1,1,0,WB,2
CEP250,1,1,0,WB,2
CER1,1,1,1,WBK,3
CTBP2,1,1,0,WB,2
CTR9,1,0,0,W,1
CUL4B,1,1,0,WB,2
DAB2,1,1,0,WB,2
DDAH1,1,1,0,WB,2
DIP2A,1,0,0,W,1
DUSP2,1,1,0,WB,2
DUSP4,1,1,0,WB,2
ELK4,1,0,1,WK,2
ELP4,1,0,0,W,1
EMSY,1,0,0,W,1
EOMES,1,1,0,WB,2
EPB41L5,1,0,0,W,1
EXT1,1,1,0,WB,2
FOXH1,1,1,0,WB,2
GDF3,1,0,0,W,1
GLI2,1,1,1,WBK,3
GRHL2,1,0,0,W,1
HHEX,1,1,1,WBK,3
HNF1B,1,1,1,WBK,3
HOXA1,1,0,1,WK,2
HOXC11,1,0,0,W,1
JARID2,1,0,1,WK,2
KDM4A,1,0,0,W,1
LEO1,1,0,0,W,1
LRPPRC,1,0,0,W,1
MAD2L2,1,1,1,WBK,3
MBTD1,1,0,0,W,1
MIR141,1,1,1,WBK,3
MIR373,1,0,1,WK,2
MTF2,1,0,0,W,1
"NAA15",1,0,0,W,1
"NABP2",1,0,0,W,1
NCAPG2,1,0,0,W,1
NKX2-1,1,1,0,WB,2
NME1,1,1,0,WB,2
NODAL,1,1,1,WBK,3
NOG,1,1,0,WB,2
ONECUT1,1,1,1,WBK,3
OTX2,1,0,0,W,1
PAF1,1,0,0,W,1
PARP8,1,1,0,WB,2
PAX9,1,0,0,W,1
PBX3,1,0,1,WK,2
PHF6,1,0,0,W,1
PIAS1,1,1,1,WBK,3
PLCH1,1,1,0,WB,2
PRDM14,1,0,0,W,1
RAB38,1,1,0,WB,2
RARG,1,1,0,WB,2
RFX7,1,0,0,W,1
RGS10,1,1,0,WB,2
RTF1,1,0,0,W,1
SFMBT1,1,0,0,W,1
SMAD2,1,1,1,WBK,3
SOX17,1,1,1,WBK,3
SOX21,1,1,0,WB,2
SOX7,1,1,0,WB,2
SP4,1,0,0,W,1
TAF4B,1,1,0,WB,2
TAF5,1,1,0,WB,2
TCEAL2,1,0,0,W,1
TNRC6C,1,0,0,W,1
TOX,1,0,0,W,1
TRERF1,1,0,0,W,1
TRIM5,1,0,0,W,1
TRIM71,1,0,1,WK,2
UBR5,1,1,0,WB,2
WDFY2,1,0,0,W,1
WDHD1,1,0,0,W,1
WNT8A,1,1,0,WB,2
WWC1,1,0,1,WK,2
ZBTB17,1,1,1,WBK,3
ZIC3,1,0,1,WK,2
ZIC5,1,1,0,WB,2
ZNF281,1,0,0,W,1
ZNF462,1,0,0,W,1
ACVR1,1,1,0,WB,2
ACVR2A,1,1,0,WB,2
ACVR2B,1,1,0,WB,2
ADAM19,1,1,0,WB,2
AMH,1,0,1,WK,2
ARID5B,1,1,0,WB,2
ARL4A,1,1,0,WB,2
BMPR2,1,1,1,WBK,3
TEX56P,1,0,0,W,1
C9orf72,1,0,1,WK,2
CCDC88A,1,0,0,W,1
CHRD,1,1,0,WB,2
DLL1,1,1,0,WB,2
EXT2,1,1,0,WB,2
FOXC1,1,1,0,WB,2
HAND1,1,1,1,WBK,3
HES7,1,1,0,WB,2
HMGA2,1,0,1,WK,2
INHBA,1,1,1,WBK,3
KDM6A,1,0,1,WK,2
LATS1,1,1,0,WB,2
LEFTY1,1,1,1,WBK,3
LEFTY2,1,1,0,WB,2
MACF1,1,1,0,WB,2
MEIS1,1,0,1,WK,2
MIR200A,1,1,1,WBK,3
MIR302C,1,0,0,W,1
MIR372,1,0,0,W,1
MSGN1,1,0,0,W,1
PITX2,1,1,0,WB,2
RARB,1,1,1,WBK,3
RPL38,1,1,0,WB,2
SMAD1,1,1,1,WBK,3
SMAD6,1,1,0,WB,2
SNAI1,1,1,0,WB,2
TBX1,1,0,0,W,1
TBX3,1,0,1,WK,2
TEAD1,1,1,1,WBK,3
TEAD2,1,1,0,WB,2
TWSG1,1,0,0,W,1
WDCP,1,0,0,W,1
YAP1,1,1,1,WBK,3
ACSF2,1,0,0,W,1
ACTL6A,1,1,0,WB,2
ARID1A,1,0,0,W,1
ARID1B,1,0,1,WK,2
BMP8A,1,1,1,WBK,3
BMP8B,1,1,0,WB,2
DPF1,1,0,0,W,1
DPF3,1,0,0,W,1
GCG,1,1,1,WBK,3
SLC25A29,1,0,1,WK,2
SMARCB1,1,1,1,WBK,3
SMARCC1,1,1,1,WBK,3
SMARCC2,1,1,0,WB,2
SMARCD1,1,1,1,WBK,3
SMARCD2,1,0,0,W,1
SMARCD3,1,1,0,WB,2
SMARCE1,1,1,1,WBK,3
ACOT1,1,1,0,WB,2
FABP9,1,0,0,W,1
NA,1,0,0,W,1
NA,1,0,0,W,1
NA,1,0,0,W,1
NA,1,0,0,W,1
NA,1,0,0,W,1
NA,1,0,0,W,1
AIFM2,1,1,0,WB,2
ALOX15,1,1,1,WBK,3
BACH1,1,1,0,WB,2
CHMP5,1,0,0,W,1
CHMP6,1,0,0,W,1
COQ2,1,1,0,WB,2
DPP4,1,1,0,WB,2
FTMT,1,0,1,WK,2
GCH1,1,1,0,WB,2
LPCAT3,1,1,1,WBK,3
MAP1LC3B,1,1,0,WB,2
MAP1LC3C,1,1,1,WBK,3
NCOA4,1,1,1,WBK,3
PCBP1,1,0,1,WK,2
PCBP2,1,1,1,WBK,3
POR,1,0,0,W,1
PRNP,1,1,1,WBK,3
SAT2,1,1,1,WBK,3
AAR2,1,0,0,W,1
AFG3L2,1,0,1,WK,2
AIMP1,1,1,0,WB,2
ANKS3,1,0,0,W,1
ANKS6,1,0,0,W,1
APMAP,1,0,0,W,1
ARFGAP3,1,1,0,WB,2
ARHGDIA,1,1,1,WBK,3
ARL8B,1,0,0,W,1
ARMC8,1,0,0,W,1
BBIP1,1,0,0,W,1
BBS1,1,0,0,W,1
BBS2,1,0,0,W,1
BBS4,1,0,0,W,1
BBS5,1,0,0,W,1
BBS7,1,0,0,W,1
BBS9,1,0,0,W,1
CCDC40,1,0,0,W,1
CD2BP2,1,1,0,WB,2
CDH23,1,0,0,W,1
CDR2,1,1,0,WB,2
CEP170,1,0,0,W,1
CEP97,1,1,0,WB,2
CLUAP1,1,0,0,W,1
CNOT1,1,1,1,WBK,3
CNOT10,1,1,1,WBK,3
CNOT6L,1,1,1,WBK,3
CNOT9,1,0,1,WK,2
COPS2,1,0,0,W,1
COPS3,1,0,0,W,1
COPS4,1,0,0,W,1
COPS5,1,1,0,WB,2
COPS6,1,0,0,W,1
COPS7A,1,0,0,W,1
COPS7B,1,1,0,WB,2
COPS8,1,0,0,W,1
CTSA,1,1,0,WB,2
DCAF11,1,0,0,W,1
DCAF7,1,0,0,W,1
DDX5,1,1,1,WBK,3
DGKE,1,1,0,WB,2
DNPEP,1,0,0,W,1
DOCK5,1,1,0,WB,2
DYNC1H1,1,1,0,WB,2
DYNC1I2,1,1,0,WB,2
DYNC1LI1,1,0,0,W,1
EFHC2,1,0,0,W,1
EFTUD2,1,0,0,W,1
EHBP1,1,0,0,W,1
EHD3,1,1,0,WB,2
EIF5B,1,1,0,WB,2
EIPR1,1,0,0,W,1
ERF,1,1,0,WB,2
EXOC1,1,1,0,WB,2
EXOC3,1,1,0,WB,2
EXOC4,1,1,1,WBK,3
EXOC5,1,1,1,WBK,3
EXOC6,1,1,0,WB,2
EXOC6B,1,0,0,W,1
EXOC8,1,1,0,WB,2
EXOSC2,1,1,1,WBK,3
EXOSC4,1,1,1,WBK,3
EXOSC7,1,1,1,WBK,3
EXOSC9,1,1,1,WBK,3
FUZ,1,0,0,W,1
GDI1,1,1,0,WB,2
GID4,1,0,0,W,1
GID8,1,0,0,W,1
GLA,1,1,1,WBK,3
H3-3A,1,1,0,WB,2
HSPB11,1,0,0,W,1
HTRA2,1,1,1,WBK,3
IFT122,1,0,0,W,1
IFT140,1,0,0,W,1
IFT172,1,1,0,WB,2
